# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;Широко усмихнато лице;лице|ухилване|широка усмивка|Широко усмихнато лице
🚴‍♂️;мъж на велосипед;велосипед|колоездач|мъж на велосипед|мъж с колело
	🚴🏻‍♂️;мъж на велосипед: светла кожа;велосипед|колоездач|мъж на велосипед|мъж на велосипед: светла кожа|мъж с колело|светла кожа
	🚴🏼‍♂️;мъж на велосипед: средно светла кожа;велосипед|колоездач|мъж на велосипед|мъж на велосипед: средно светла кожа|мъж с колело|средно светла кожа
	🚴🏽‍♂️;мъж на велосипед: средна на цвят кожа;велосипед|колоездач|мъж на велосипед|мъж на велосипед: средна на цвят кожа|мъж с колело|средна на цвят кожа
	🚴🏾‍♂️;мъж на велосипед: средно тъмна кожа;велосипед|колоездач|мъж на велосипед|мъж на велосипед: средно тъмна кожа|мъж с колело|средно тъмна кожа
	🚴🏿‍♂️;мъж на велосипед: тъмна кожа;велосипед|колоездач|мъж на велосипед|мъж на велосипед: тъмна кожа|мъж с колело|тъмна кожа
🚴‍♀️;велосипедистка;велосипед|велосипедистка|жена с колело|колоездене
	🚴🏻‍♀️;велосипедистка: светла кожа;велосипед|велосипедистка|велосипедистка: светла кожа|жена с колело|колоездене|светла кожа
	🚴🏼‍♀️;велосипедистка: средно светла кожа;велосипед|велосипедистка|велосипедистка: средно светла кожа|жена с колело|колоездене|средно светла кожа
	🚴🏽‍♀️;велосипедистка: средна на цвят кожа;велосипед|велосипедистка|велосипедистка: средна на цвят кожа|жена с колело|колоездене|средна на цвят кожа
	🚴🏾‍♀️;велосипедистка: средно тъмна кожа;велосипед|велосипедистка|велосипедистка: средно тъмна кожа|жена с колело|колоездене|средно тъмна кожа
	🚴🏿‍♀️;велосипедистка: тъмна кожа;велосипед|велосипедистка|велосипедистка: тъмна кожа|жена с колело|колоездене|тъмна кожа
🚵;Планински колоездач;велосипедист|колело|колоездач|планина|Планински колоездач
	🚵🏻;Планински колоездач: светла кожа;велосипедист|колело|колоездач|планина|Планински колоездач|Планински колоездач: светла кожа|светла кожа
	🚵🏼;Планински колоездач: средно светла кожа;велосипедист|колело|колоездач|планина|Планински колоездач|Планински колоездач: средно светла кожа|средно светла кожа
	🚵🏽;Планински колоездач: средна на цвят кожа;велосипедист|колело|колоездач|планина|Планински колоездач|Планински колоездач: средна на цвят кожа|средна на цвят кожа
	🚵🏾;Планински колоездач: средно тъмна кожа;велосипедист|колело|колоездач|планина|Планински колоездач|Планински колоездач: средно тъмна кожа|средно тъмна кожа
	🚵🏿;Планински колоездач: тъмна кожа;велосипедист|колело|колоездач|планина|Планински колоездач|Планински колоездач: тъмна кожа|тъмна кожа
🚵‍♂️;мъж на планински велосипед;мъж на планински велосипед|планински колоездач
	🚵🏻‍♂️;мъж на планински велосипед: светла кожа;мъж на планински велосипед|мъж на планински велосипед: светла кожа|планински колоездач|светла кожа
	🚵🏼‍♂️;мъж на планински велосипед: средно светла кожа;мъж на планински велосипед|мъж на планински велосипед: средно светла кожа|планински колоездач|средно светла кожа
	🚵🏽‍♂️;мъж на планински велосипед: средна на цвят кожа;мъж на планински велосипед|мъж на планински велосипед: средна на цвят кожа|планински колоездач|средна на цвят кожа
	🚵🏾‍♂️;мъж на планински велосипед: средно тъмна кожа;мъж на планински велосипед|мъж на планински велосипед: средно тъмна кожа|планински колоездач|средно тъмна кожа
	🚵🏿‍♂️;мъж на планински велосипед: тъмна кожа;мъж на планински велосипед|мъж на планински велосипед: тъмна кожа|планински колоездач|тъмна кожа
🚵‍♀️;жена на планински велосипед;жена|жена на планински велосипед|планински колоездач
	🚵🏻‍♀️;жена на планински велосипед: светла кожа;жена|жена на планински велосипед|жена на планински велосипед: светла кожа|планински колоездач|светла кожа
	🚵🏼‍♀️;жена на планински велосипед: средно светла кожа;жена|жена на планински велосипед|жена на планински велосипед: средно светла кожа|планински колоездач|средно светла кожа
	🚵🏽‍♀️;жена на планински велосипед: средна на цвят кожа;жена|жена на планински велосипед|жена на планински велосипед: средна на цвят кожа|планински колоездач|средна на цвят кожа
	🚵🏾‍♀️;жена на планински велосипед: средно тъмна кожа;жена|жена на планински велосипед|жена на планински велосипед: средно тъмна кожа|планински колоездач|средно тъмна кожа
	🚵🏿‍♀️;жена на планински велосипед: тъмна кожа;жена|жена на планински велосипед|жена на планински велосипед: тъмна кожа|планински колоездач|тъмна кожа
🤸;циганско колело;гимнастика|спорт|циганско колело|човек
	🤸🏻;циганско колело: светла кожа;гимнастика|светла кожа|спорт|циганско колело|циганско колело: светла кожа|човек
	🤸🏼;циганско колело: средно светла кожа;гимнастика|спорт|средно светла кожа|циганско колело|циганско колело: средно светла кожа|човек
	🤸🏽;циганско колело: средна на цвят кожа;гимнастика|спорт|средна на цвят кожа|циганско колело|циганско колело: средна на цвят кожа|човек
	🤸🏾;циганско колело: средно тъмна кожа;гимнастика|спорт|средно тъмна кожа|циганско колело|циганско колело: средно тъмна кожа|човек
	🤸🏿;циганско колело: тъмна кожа;гимнастика|спорт|тъмна кожа|циганско колело|циганско колело: тъмна кожа|човек
🤸‍♂️;акробат;акробат|гимнастика|мъж|спорт
	🤸🏻‍♂️;акробат: светла кожа;акробат|акробат: светла кожа|гимнастика|мъж|светла кожа|спорт
	🤸🏼‍♂️;акробат: средно светла кожа;акробат|акробат: средно светла кожа|гимнастика|мъж|спорт|средно светла кожа
	🤸🏽‍♂️;акробат: средна на цвят кожа;акробат|акробат: средна на цвят кожа|гимнастика|мъж|спорт|средна на цвят кожа
	🤸🏾‍♂️;акробат: средно тъмна кожа;акробат|акробат: средно тъмна кожа|гимнастика|мъж|спорт|средно тъмна кожа
	🤸🏿‍♂️;акробат: тъмна кожа;акробат|акробат: тъмна кожа|гимнастика|мъж|спорт|тъмна кожа
🤸‍♀️;акробатка;акробатка|гимнастика|жена|спорт
	🤸🏻‍♀️;акробатка: светла кожа;акробатка|акробатка: светла кожа|гимнастика|жена|светла кожа|спорт
	🤸🏼‍♀️;акробатка: средно светла кожа;акробатка|акробатка: средно светла кожа|гимнастика|жена|спорт|средно светла кожа
	🤸🏽‍♀️;акробатка: средна на цвят кожа;акробатка|акробатка: средна на цвят кожа|гимнастика|жена|спорт|средна на цвят кожа
	🤸🏾‍♀️;акробатка: средно тъмна кожа;акробатка|акробатка: средно тъмна кожа|гимнастика|жена|спорт|средно тъмна кожа
	🤸🏿‍♀️;акробатка: тъмна кожа;акробатка|акробатка: тъмна кожа|гимнастика|жена|спорт|тъмна кожа
🤼;борци;борба|борец|борци|спорт|човек
🤼‍♂️;борещи се мъже;борба|борещи се мъже|борци|мъже
🤼‍♀️;борещи се жени;борба|борещи се жени|борци|жени
🤽;водна топка;вода|водна топка|спорт|топка|човек
	🤽🏻;водна топка: светла кожа;вода|водна топка|водна топка: светла кожа|светла кожа|спорт|топка|човек
	🤽🏼;водна топка: средно светла кожа;вода|водна топка|водна топка: средно светла кожа|спорт|средно светла кожа|топка|човек
	🤽🏽;водна топка: средна на цвят кожа;вода|водна топка|водна топка: средна на цвят кожа|спорт|средна на цвят кожа|топка|човек
	🤽🏾;водна топка: средно тъмна кожа;вода|водна топка|водна топка: средно тъмна кожа|спорт|средно тъмна кожа|топка|човек
	🤽🏿;водна топка: тъмна кожа;вода|водна топка|водна топка: тъмна кожа|спорт|топка|тъмна кожа|човек
🤽‍♂️;мъж, играещ водна топка;водна топка|играещ водна топка|мъж|мъж, играещ водна топка|спортист|топка
	🤽🏻‍♂️;мъж, играещ водна топка: светла кожа;водна топка|играещ водна топка|мъж|мъж, играещ водна топка|мъж, играещ водна топка: светла кожа|светла кожа|спортист|топка
	🤽🏼‍♂️;мъж, играещ водна топка: средно светла кожа;водна топка|играещ водна топка|мъж|мъж, играещ водна топка|мъж, играещ водна топка: средно светла кожа|спортист|средно светла кожа|топка
	🤽🏽‍♂️;мъж, играещ водна топка: средна на цвят кожа;водна топка|играещ водна топка|мъж|мъж, играещ водна топка|мъж, играещ водна топка: средна на цвят кожа|спортист|средна на цвят кожа|топка
	🤽🏾‍♂️;мъж, играещ водна топка: средно тъмна кожа;водна топка|играещ водна топка|мъж|мъж, играещ водна топка|мъж, играещ водна топка: средно тъмна кожа|спортист|средно тъмна кожа|топка
	🤽🏿‍♂️;мъж, играещ водна топка: тъмна кожа;водна топка|играещ водна топка|мъж|мъж, играещ водна топка|мъж, играещ водна топка: тъмна кожа|спортист|топка|тъмна кожа
🤽‍♀️;жена, играеща водна топка;водна топка|жена|жена, играеща водна топка|играеща водна топка|спортистка|топка
	🤽🏻‍♀️;жена, играеща водна топка: светла кожа;водна топка|жена|жена, играеща водна топка|жена, играеща водна топка: светла кожа|играеща водна топка|светла кожа|спортистка|топка
	🤽🏼‍♀️;жена, играеща водна топка: средно светла кожа;водна топка|жена|жена, играеща водна топка|жена, играеща водна топка: средно светла кожа|играеща водна топка|спортистка|средно светла кожа|топка
	🤽🏽‍♀️;жена, играеща водна топка: средна на цвят кожа;водна топка|жена|жена, играеща водна топка|жена, играеща водна топка: средна на цвят кожа|играеща водна топка|спортистка|средна на цвят кожа|топка
	🤽🏾‍♀️;жена, играеща водна топка: средно тъмна кожа;водна топка|жена|жена, играеща водна топка|жена, играеща водна топка: средно тъмна кожа|играеща водна топка|спортистка|средно тъмна кожа|топка
	🤽🏿‍♀️;жена, играеща водна топка: тъмна кожа;водна топка|жена|жена, играеща водна топка|жена, играеща водна топка: тъмна кожа|играеща водна топка|спортистка|топка|тъмна кожа
🤾;хандбал;спорт|топка|хандбал|човек
	🤾🏻;хандбал: светла кожа;светла кожа|спорт|топка|хандбал|хандбал: светла кожа|човек
	🤾🏼;хандбал: средно светла кожа;спорт|средно светла кожа|топка|хандбал|хандбал: средно светла кожа|човек
	🤾🏽;хандбал: средна на цвят кожа;спорт|средна на цвят кожа|топка|хандбал|хандбал: средна на цвят кожа|човек
	🤾🏾;хандбал: средно тъмна кожа;спорт|средно тъмна кожа|топка|хандбал|хандбал: средно тъмна кожа|човек
	🤾🏿;хандбал: тъмна кожа;спорт|топка|тъмна кожа|хандбал|хандбал: тъмна кожа|човек
🤾‍♂️;хандбалист;мъж|спорт|хандбал|хандбалист
	🤾🏻‍♂️;хандбалист: светла кожа;мъж|светла кожа|спорт|хандбал|хандбалист|хандбалист: светла кожа
	🤾🏼‍♂️;хандбалист: средно светла кожа;мъж|спорт|средно светла кожа|хандбал|хандбалист|хандбалист: средно светла кожа
	🤾🏽‍♂️;хандбалист: средна на цвят кожа;мъж|спорт|средна на цвят кожа|хандбал|хандбалист|хандбалист: средна на цвят кожа
	🤾🏾‍♂️;хандбалист: средно тъмна кожа;мъж|спорт|средно тъмна кожа|хандбал|хандбалист|хандбалист: средно тъмна кожа
	🤾🏿‍♂️;хандбалист: тъмна кожа;мъж|спорт|тъмна кожа|хандбал|хандбалист|хандбалист: тъмна кожа
🤾‍♀️;хандбалистка;жена|спорт|хандбал|хандбалистка
	🤾🏻‍♀️;хандбалистка: светла кожа;жена|светла кожа|спорт|хандбал|хандбалистка|хандбалистка: светла кожа
	🤾🏼‍♀️;хандбалистка: средно светла кожа;жена|спорт|средно светла кожа|хандбал|хандбалистка|хандбалистка: средно светла кожа
	🤾🏽‍♀️;хандбалистка: средна на цвят кожа;жена|спорт|средна на цвят кожа|хандбал|хандбалистка|хандбалистка: средна на цвят кожа
	🤾🏾‍♀️;хандбалистка: средно тъмна кожа;жена|спорт|средно тъмна кожа|хандбал|хандбалистка|хандбалистка: средно тъмна кожа
	🤾🏿‍♀️;хандбалистка: тъмна кожа;жена|спорт|тъмна кожа|хандбал|хандбалистка|хандбалистка: тъмна кожа
🤹;жонглиране;баланс|жонглирам|жонглиране|умение
	🤹🏻;жонглиране: светла кожа;баланс|жонглирам|жонглиране|жонглиране: светла кожа|светла кожа|умение
	🤹🏼;жонглиране: средно светла кожа;баланс|жонглирам|жонглиране|жонглиране: средно светла кожа|средно светла кожа|умение
	🤹🏽;жонглиране: средна на цвят кожа;баланс|жонглирам|жонглиране|жонглиране: средна на цвят кожа|средна на цвят кожа|умение
	🤹🏾;жонглиране: средно тъмна кожа;баланс|жонглирам|жонглиране|жонглиране: средно тъмна кожа|средно тъмна кожа|умение
	🤹🏿;жонглиране: тъмна кожа;баланс|жонглирам|жонглиране|жонглиране: тъмна кожа|тъмна кожа|умение
🤹‍♂️;жонгльор;жонглиране|жонгльор|мъж
	🤹🏻‍♂️;жонгльор: светла кожа;жонглиране|жонгльор|жонгльор: светла кожа|мъж|светла кожа
	🤹🏼‍♂️;жонгльор: средно светла кожа;жонглиране|жонгльор|жонгльор: средно светла кожа|мъж|средно светла кожа
	🤹🏽‍♂️;жонгльор: средна на цвят кожа;жонглиране|жонгльор|жонгльор: средна на цвят кожа|мъж|средна на цвят кожа
	🤹🏾‍♂️;жонгльор: средно тъмна кожа;жонглиране|жонгльор|жонгльор: средно тъмна кожа|мъж|средно тъмна кожа
	🤹🏿‍♂️;жонгльор: тъмна кожа;жонглиране|жонгльор|жонгльор: тъмна кожа|мъж|тъмна кожа
🤹‍♀️;жонгльорка;жена|жонглиране|жонгльорка
	🤹🏻‍♀️;жонгльорка: светла кожа;жена|жонглиране|жонгльорка|жонгльорка: светла кожа|светла кожа
	🤹🏼‍♀️;жонгльорка: средно светла кожа;жена|жонглиране|жонгльорка|жонгльорка: средно светла кожа|средно светла кожа
	🤹🏽‍♀️;жонгльорка: средна на цвят кожа;жена|жонглиране|жонгльорка|жонгльорка: средна на цвят кожа|средна на цвят кожа
	🤹🏾‍♀️;жонгльорка: средно тъмна кожа;жена|жонглиране|жонгльорка|жонгльорка: средно тъмна кожа|средно тъмна кожа
	🤹🏿‍♀️;жонгльорка: тъмна кожа;жена|жонглиране|жонгльорка|жонгльорка: тъмна кожа|тъмна кожа
🧘;човек в поза „лотус“;йога|медитация|човек в поза „лотус“
	🧘🏻;човек в поза „лотус“: светла кожа;йога|медитация|светла кожа|човек в поза „лотус“|човек в поза „лотус“: светла кожа
	🧘🏼;човек в поза „лотус“: средно светла кожа;йога|медитация|средно светла кожа|човек в поза „лотус“|човек в поза „лотус“: средно светла кожа
	🧘🏽;човек в поза „лотус“: средна на цвят кожа;йога|медитация|средна на цвят кожа|човек в поза „лотус“|човек в поза „лотус“: средна на цвят кожа
	🧘🏾;човек в поза „лотус“: средно тъмна кожа;йога|медитация|средно тъмна кожа|човек в поза „лотус“|човек в поза „лотус“: средно тъмна кожа
	🧘🏿;човек в поза „лотус“: тъмна кожа;йога|медитация|тъмна кожа|човек в поза „лотус“|човек в поза „лотус“: тъмна кожа
🧘‍♂️;мъж в поза „лотос“;йога|медитация|мъж в поза „лотос“
	🧘🏻‍♂️;мъж в поза „лотос“: светла кожа;йога|медитация|мъж в поза „лотос“|мъж в поза „лотос“: светла кожа|светла кожа
	🧘🏼‍♂️;мъж в поза „лотос“: средно светла кожа;йога|медитация|мъж в поза „лотос“|мъж в поза „лотос“: средно светла кожа|средно светла кожа
	🧘🏽‍♂️;мъж в поза „лотос“: средна на цвят кожа;йога|медитация|мъж в поза „лотос“|мъж в поза „лотос“: средна на цвят кожа|средна на цвят кожа
	🧘🏾‍♂️;мъж в поза „лотос“: средно тъмна кожа;йога|медитация|мъж в поза „лотос“|мъж в поза „лотос“: средно тъмна кожа|средно тъмна кожа
	🧘🏿‍♂️;мъж в поза „лотос“: тъмна кожа;йога|медитация|мъж в поза „лотос“|мъж в поза „лотос“: тъмна кожа|тъмна кожа
🧘‍♀️;жена в поза „лотос“;жена в поза „лотос“|йога|медитация
	🧘🏻‍♀️;жена в поза „лотос“: светла кожа;жена в поза „лотос“|жена в поза „лотос“: светла кожа|йога|медитация|светла кожа
	🧘🏼‍♀️;жена в поза „лотос“: средно светла кожа;жена в поза „лотос“|жена в поза „лотос“: средно светла кожа|йога|медитация|средно светла кожа
	🧘🏽‍♀️;жена в поза „лотос“: средна на цвят кожа;жена в поза „лотос“|жена в поза „лотос“: средна на цвят кожа|йога|медитация|средна на цвят кожа
	🧘🏾‍♀️;жена в поза „лотос“: средно тъмна кожа;жена в поза „лотос“|жена в поза „лотос“: средно тъмна кожа|йога|медитация|средно тъмна кожа
	🧘🏿‍♀️;жена в поза „лотос“: тъмна кожа;жена в поза „лотос“|жена в поза „лотос“: тъмна кожа|йога|медитация|тъмна кожа
🛀;къпещ се човек;баня|вана|къпещ се човек
	🛀🏻;къпещ се човек: светла кожа;баня|вана|къпещ се човек|къпещ се човек: светла кожа|светла кожа
	🛀🏼;къпещ се човек: средно светла кожа;баня|вана|къпещ се човек|къпещ се човек: средно светла кожа|средно светла кожа
	🛀🏽;къпещ се човек: средна на цвят кожа;баня|вана|къпещ се човек|къпещ се човек: средна на цвят кожа|средна на цвят кожа
	🛀🏾;къпещ се човек: средно тъмна кожа;баня|вана|къпещ се човек|къпещ се човек: средно тъмна кожа|средно тъмна кожа
	🛀🏿;къпещ се човек: тъмна кожа;баня|вана|къпещ се човек|къпещ се човек: тъмна кожа|тъмна кожа
🛌;Човек в леглото;сън|хотел|Човек в леглото
	🛌🏻;Човек в леглото: светла кожа;светла кожа|сън|хотел|Човек в леглото|Човек в леглото: светла кожа
	🛌🏼;Човек в леглото: средно светла кожа;средно светла кожа|сън|хотел|Човек в леглото|Човек в леглото: средно светла кожа
	🛌🏽;Човек в леглото: средна на цвят кожа;средна на цвят кожа|сън|хотел|Човек в леглото|Човек в леглото: средна на цвят кожа
	🛌🏾;Човек в леглото: средно тъмна кожа;средно тъмна кожа|сън|хотел|Човек в леглото|Човек в леглото: средно тъмна кожа
	🛌🏿;Човек в леглото: тъмна кожа;сън|тъмна кожа|хотел|Човек в леглото|Човек в леглото: тъмна кожа
🧑‍🤝‍🧑;хора, които се държат за ръце;двойка|за ръце|които се държат за ръце|ръка|хванати за ръка|хора|хора, които се държат за ръце|човек
	🧑🏻‍🤝‍🧑🏻;хора, които се държат за ръце: светла кожа;двойка|за ръце|които се държат за ръце|ръка|светла кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: светла кожа|човек
	🧑🏻‍🤝‍🧑🏼;хора, които се държат за ръце: светла кожа и средно светла кожа;двойка|за ръце|които се държат за ръце|ръка|светла кожа|средно светла кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: светла кожа и средно светла кожа|човек
	🧑🏻‍🤝‍🧑🏽;хора, които се държат за ръце: светла кожа и средна на цвят кожа;двойка|за ръце|които се държат за ръце|ръка|светла кожа|средна на цвят кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: светла кожа и средна на цвят кожа|човек
	🧑🏻‍🤝‍🧑🏾;хора, които се държат за ръце: светла кожа и средно тъмна кожа;двойка|за ръце|които се държат за ръце|ръка|светла кожа|средно тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: светла кожа и средно тъмна кожа|човек
	🧑🏻‍🤝‍🧑🏿;хора, които се държат за ръце: светла кожа и тъмна кожа;двойка|за ръце|които се държат за ръце|ръка|светла кожа|тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: светла кожа и тъмна кожа|човек
	🧑🏼‍🤝‍🧑🏻;хора, които се държат за ръце: средно светла кожа и светла кожа;двойка|за ръце|които се държат за ръце|ръка|светла кожа|средно светла кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средно светла кожа и светла кожа|човек
	🧑🏼‍🤝‍🧑🏼;хора, които се държат за ръце: средно светла кожа;двойка|за ръце|които се държат за ръце|ръка|средно светла кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средно светла кожа|човек
	🧑🏼‍🤝‍🧑🏽;хора, които се държат за ръце: средно светла кожа и средна на цвят кожа;двойка|за ръце|които се държат за ръце|ръка|средна на цвят кожа|средно светла кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средно светла кожа и средна на цвят кожа|човек
	🧑🏼‍🤝‍🧑🏾;хора, които се държат за ръце: средно светла кожа и средно тъмна кожа;двойка|за ръце|които се държат за ръце|ръка|средно светла кожа|средно тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средно светла кожа и средно тъмна кожа|човек
	🧑🏼‍🤝‍🧑🏿;хора, които се държат за ръце: средно светла кожа и тъмна кожа;двойка|за ръце|които се държат за ръце|ръка|средно светла кожа|тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средно светла кожа и тъмна кожа|човек
	🧑🏽‍🤝‍🧑🏻;хора, които се държат за ръце: средна на цвят кожа и светла кожа;двойка|за ръце|които се държат за ръце|ръка|светла кожа|средна на цвят кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средна на цвят кожа и светла кожа|човек
	🧑🏽‍🤝‍🧑🏼;хора, които се държат за ръце: средна на цвят кожа и средно светла кожа;двойка|за ръце|които се държат за ръце|ръка|средна на цвят кожа|средно светла кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средна на цвят кожа и средно светла кожа|човек
	🧑🏽‍🤝‍🧑🏽;хора, които се държат за ръце: средна на цвят кожа;двойка|за ръце|които се държат за ръце|ръка|средна на цвят кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средна на цвят кожа|човек
	🧑🏽‍🤝‍🧑🏾;хора, които се държат за ръце: средна на цвят кожа и средно тъмна кожа;двойка|за ръце|които се държат за ръце|ръка|средна на цвят кожа|средно тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средна на цвят кожа и средно тъмна кожа|човек
	🧑🏽‍🤝‍🧑🏿;хора, които се държат за ръце: средна на цвят кожа и тъмна кожа;двойка|за ръце|които се държат за ръце|ръка|средна на цвят кожа|тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средна на цвят кожа и тъмна кожа|човек
	🧑🏾‍🤝‍🧑🏻;хора, които се държат за ръце: средно тъмна кожа и светла кожа;двойка|за ръце|които се държат за ръце|ръка|светла кожа|средно тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средно тъмна кожа и светла кожа|човек
	🧑🏾‍🤝‍🧑🏼;хора, които се държат за ръце: средно тъмна кожа и средно светла кожа;двойка|за ръце|които се държат за ръце|ръка|средно светла кожа|средно тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средно тъмна кожа и средно светла кожа|човек
	🧑🏾‍🤝‍🧑🏽;хора, които се държат за ръце: средно тъмна кожа и средна на цвят кожа;двойка|за ръце|които се държат за ръце|ръка|средна на цвят кожа|средно тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средно тъмна кожа и средна на цвят кожа|човек
	🧑🏾‍🤝‍🧑🏾;хора, които се държат за ръце: средно тъмна кожа;двойка|за ръце|които се държат за ръце|ръка|средно тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средно тъмна кожа|човек
	🧑🏾‍🤝‍🧑🏿;хора, които се държат за ръце: средно тъмна кожа и тъмна кожа;двойка|за ръце|които се държат за ръце|ръка|средно тъмна кожа|тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: средно тъмна кожа и тъмна кожа|човек
	🧑🏿‍🤝‍🧑🏻;хора, които се държат за ръце: тъмна кожа и светла кожа;двойка|за ръце|които се държат за ръце|ръка|светла кожа|тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: тъмна кожа и светла кожа|човек
	🧑🏿‍🤝‍🧑🏼;хора, които се държат за ръце: тъмна кожа и средно светла кожа;двойка|за ръце|които се държат за ръце|ръка|средно светла кожа|тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: тъмна кожа и средно светла кожа|човек
	🧑🏿‍🤝‍🧑🏽;хора, които се държат за ръце: тъмна кожа и средна на цвят кожа;двойка|за ръце|които се държат за ръце|ръка|средна на цвят кожа|тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: тъмна кожа и средна на цвят кожа|човек
	🧑🏿‍🤝‍🧑🏾;хора, които се държат за ръце: тъмна кожа и средно тъмна кожа;двойка|за ръце|които се държат за ръце|ръка|средно тъмна кожа|тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: тъмна кожа и средно тъмна кожа|човек
	🧑🏿‍🤝‍🧑🏿;хора, които се държат за ръце: тъмна кожа;двойка|за ръце|които се държат за ръце|ръка|тъмна кожа|хванати за ръка|хора|хора, които се държат за ръце|хора, които се държат за ръце: тъмна кожа|човек
👭;Две жени, държащи се за ръце;Две жени|Две жени, държащи се за ръце|двойка|държа|държащи се за ръце|жена|ръка
	👭🏻;Две жени, държащи се за ръце: светла кожа;Две жени|Две жени, държащи се за ръце|Две жени, държащи се за ръце: светла кожа|двойка|държа|държащи се за ръце|жена|ръка|светла кожа
	👩🏻‍🤝‍👩🏼;Две жени, държащи се за ръце: светла кожа и средно светла кожа;Две жени|Две жени, държащи се за ръце|Две жени, държащи се за ръце: светла кожа и средно светла кожа|двойка|държа|държащи се за ръце|жена|ръка|светла кожа|средно светла кожа
	👩🏻‍🤝‍👩🏽;Две жени, държащи се за ръце: светла кожа и средна на цвят кожа;Две жени|Две жени, държащи се за ръце|Две жени, държащи се за ръце: светла кожа и средна на цвят кожа|двойка|държа|държащи се за ръце|жена|ръка|светла кожа|средна на цвят кожа
	👩🏻‍🤝‍👩🏾;Две жени, държащи се за ръце: светла кожа и средно тъмна кожа;Две жени|Две жени, държащи се за ръце|Две жени, държащи се за ръце: светла кожа и средно тъмна кожа|двойка|държа|държащи се за ръце|жена|ръка|светла кожа|средно тъмна кожа
	👩🏻‍🤝‍👩🏿;Две жени, държащи се за ръце: светла кожа и тъмна кожа;Две жени|Две жени, държащи се за ръце|Две жени, държащи се за ръце: светла кожа и тъмна кожа|двойка|държа|държащи се за ръце|жена|ръка|светла кожа|тъмна кожа
	👩🏼‍🤝‍👩🏻;Две жени, държащи се за ръце: средно светла кожа и светла кожа;Две жени|Две жени, държащи се за ръце|Две жени, държащи се за ръце: средно светла кожа и светла кожа|двойка|държа|държащи се за ръце|жена|ръка|светла кожа|средно светла кожа
	👭🏼;Две жени, държащи се за ръце: средно светла кожа;Две жени|Две жени, държащи се за ръце|Две жени, държащи се за ръце: средно светла кожа|двойка|държа|държащи се за ръце|жена|ръка|средно светла кожа
	👩🏼‍🤝‍👩🏽;Две жени, държащи се за ръце: средно светла кожа и средна на цвят кожа;Две жени|Две жени, държащи се за ръце|Две жени, държащи се за ръце: средно светла кожа и средна на цвят кожа|двойка|държа|държащи се за ръце|жена|ръка|средна на цвят кожа|средно светла кожа
