[smileys_emotion]
😀;mặt cười toe toét;cười toe toét|mặt|mặt cười toe toét
	👨🏿‍🦯;người đàn ông với gậy dò đường: màu da tối;hỗ trợ tiếp cận|khiếm thị|màu da tối|mù|người đàn ông|người đàn ông với cây gậy|người đàn ông với gậy dò đường|người đàn ông với gậy dò đường: màu da tối
👨‍🦯‍➡️;người đàn ông với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người đàn ông|người đàn ông với cây gậy|người đàn ông với gậy dò đường|người đàn ông với gậy dò đường hướng sang phải
	👨🏻‍🦯‍➡️;người đàn ông với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người đàn ông|người đàn ông với cây gậy|người đàn ông với gậy dò đường|người đàn ông với gậy dò đường hướng sang phải
	👨🏼‍🦯‍➡️;người đàn ông với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người đàn ông|người đàn ông với cây gậy|người đàn ông với gậy dò đường|người đàn ông với gậy dò đường hướng sang phải
	👨🏽‍🦯‍➡️;người đàn ông với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người đàn ông|người đàn ông với cây gậy|người đàn ông với gậy dò đường|người đàn ông với gậy dò đường hướng sang phải
	👨🏾‍🦯‍➡️;người đàn ông với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người đàn ông|người đàn ông với cây gậy|người đàn ông với gậy dò đường|người đàn ông với gậy dò đường hướng sang phải
	👨🏿‍🦯‍➡️;người đàn ông với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người đàn ông|người đàn ông với cây gậy|người đàn ông với gậy dò đường|người đàn ông với gậy dò đường hướng sang phải
👩‍🦯;người phụ nữ với gậy dò đường;hỗ trợ tiếp cận|khiếm thị|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường
	👩🏻‍🦯;người phụ nữ với gậy dò đường: màu da sáng;hỗ trợ tiếp cận|khiếm thị|màu da sáng|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường: màu da sáng
	👩🏼‍🦯;người phụ nữ với gậy dò đường: màu da sáng trung bình;hỗ trợ tiếp cận|khiếm thị|màu da sáng trung bình|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường: màu da sáng trung bình
	👩🏽‍🦯;người phụ nữ với gậy dò đường: màu da trung bình;hỗ trợ tiếp cận|khiếm thị|màu da trung bình|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường: màu da trung bình
	👩🏾‍🦯;người phụ nữ với gậy dò đường: màu da tối trung bình;hỗ trợ tiếp cận|khiếm thị|màu da tối trung bình|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường: màu da tối trung bình
	👩🏿‍🦯;người phụ nữ với gậy dò đường: màu da tối;hỗ trợ tiếp cận|khiếm thị|màu da tối|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường: màu da tối
👩‍🦯‍➡️;người phụ nữ với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường hướng sang phải
	👩🏻‍🦯‍➡️;người phụ nữ với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường hướng sang phải
	👩🏼‍🦯‍➡️;người phụ nữ với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường hướng sang phải
	👩🏽‍🦯‍➡️;người phụ nữ với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường hướng sang phải
	👩🏾‍🦯‍➡️;người phụ nữ với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường hướng sang phải
	👩🏿‍🦯‍➡️;người phụ nữ với gậy dò đường hướng sang phải;hỗ trợ tiếp cận|khiếm thị|mù|người phụ nữ|người phụ nữ với cây gậy|người phụ nữ với gậy dò đường|người phụ nữ với gậy dò đường hướng sang phải
🧑‍🦼;người trên xe lăn điện;khả năng tiếp cận|người trên xe lăn điện|xe lăn
	🧑🏻‍🦼;người trên xe lăn điện: màu da sáng;khả năng tiếp cận|màu da sáng|người trên xe lăn điện|người trên xe lăn điện: màu da sáng|xe lăn
	🧑🏼‍🦼;người trên xe lăn điện: màu da sáng trung bình;khả năng tiếp cận|màu da sáng trung bình|người trên xe lăn điện|người trên xe lăn điện: màu da sáng trung bình|xe lăn
	🧑🏽‍🦼;người trên xe lăn điện: màu da trung bình;khả năng tiếp cận|màu da trung bình|người trên xe lăn điện|người trên xe lăn điện: màu da trung bình|xe lăn
	🧑🏾‍🦼;người trên xe lăn điện: màu da tối trung bình;khả năng tiếp cận|màu da tối trung bình|người trên xe lăn điện|người trên xe lăn điện: màu da tối trung bình|xe lăn
	🧑🏿‍🦼;người trên xe lăn điện: màu da tối;khả năng tiếp cận|màu da tối|người trên xe lăn điện|người trên xe lăn điện: màu da tối|xe lăn
🧑‍🦼‍➡️;người trên xe lăn điện hướng sang phải;khả năng tiếp cận|người trên xe lăn điện|người trên xe lăn điện hướng sang phải|xe lăn
	🧑🏻‍🦼‍➡️;người trên xe lăn điện hướng sang phải;khả năng tiếp cận|người trên xe lăn điện|người trên xe lăn điện hướng sang phải|xe lăn
	🧑🏼‍🦼‍➡️;người trên xe lăn điện hướng sang phải;khả năng tiếp cận|người trên xe lăn điện|người trên xe lăn điện hướng sang phải|xe lăn
	🧑🏽‍🦼‍➡️;người trên xe lăn điện hướng sang phải;khả năng tiếp cận|người trên xe lăn điện|người trên xe lăn điện hướng sang phải|xe lăn
	🧑🏾‍🦼‍➡️;người trên xe lăn điện hướng sang phải;khả năng tiếp cận|người trên xe lăn điện|người trên xe lăn điện hướng sang phải|xe lăn
	🧑🏿‍🦼‍➡️;người trên xe lăn điện hướng sang phải;khả năng tiếp cận|người trên xe lăn điện|người trên xe lăn điện hướng sang phải|xe lăn
👨‍🦼;người đàn ông trên xe lăn điện;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn điện|xe lăn
	👨🏻‍🦼;người đàn ông trên xe lăn điện: màu da sáng;hỗ trợ tiếp cận|màu da sáng|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện: màu da sáng|xe lăn
	👨🏼‍🦼;người đàn ông trên xe lăn điện: màu da sáng trung bình;hỗ trợ tiếp cận|màu da sáng trung bình|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện: màu da sáng trung bình|xe lăn
	👨🏽‍🦼;người đàn ông trên xe lăn điện: màu da trung bình;hỗ trợ tiếp cận|màu da trung bình|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện: màu da trung bình|xe lăn
	👨🏾‍🦼;người đàn ông trên xe lăn điện: màu da tối trung bình;hỗ trợ tiếp cận|màu da tối trung bình|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện: màu da tối trung bình|xe lăn
	👨🏿‍🦼;người đàn ông trên xe lăn điện: màu da tối;hỗ trợ tiếp cận|màu da tối|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện: màu da tối|xe lăn
👨‍🦼‍➡️;người đàn ông trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện hướng sang phải|xe lăn
	👨🏻‍🦼‍➡️;người đàn ông trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện hướng sang phải|xe lăn
	👨🏼‍🦼‍➡️;người đàn ông trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện hướng sang phải|xe lăn
	👨🏽‍🦼‍➡️;người đàn ông trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện hướng sang phải|xe lăn
	👨🏾‍🦼‍➡️;người đàn ông trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện hướng sang phải|xe lăn
	👨🏿‍🦼‍➡️;người đàn ông trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn điện|người đàn ông trên xe lăn điện hướng sang phải|xe lăn
👩‍🦼;người phụ nữ trên xe lăn điện;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn điện|xe lăn
	👩🏻‍🦼;người phụ nữ trên xe lăn điện: màu da sáng;hỗ trợ tiếp cận|màu da sáng|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện: màu da sáng|xe lăn
	👩🏼‍🦼;người phụ nữ trên xe lăn điện: màu da sáng trung bình;hỗ trợ tiếp cận|màu da sáng trung bình|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện: màu da sáng trung bình|xe lăn
	👩🏽‍🦼;người phụ nữ trên xe lăn điện: màu da trung bình;hỗ trợ tiếp cận|màu da trung bình|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện: màu da trung bình|xe lăn
	👩🏾‍🦼;người phụ nữ trên xe lăn điện: màu da tối trung bình;hỗ trợ tiếp cận|màu da tối trung bình|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện: màu da tối trung bình|xe lăn
	👩🏿‍🦼;người phụ nữ trên xe lăn điện: màu da tối;hỗ trợ tiếp cận|màu da tối|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện: màu da tối|xe lăn
👩‍🦼‍➡️;người phụ nữ trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện hướng sang phải|xe lăn
	👩🏻‍🦼‍➡️;người phụ nữ trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện hướng sang phải|xe lăn
	👩🏼‍🦼‍➡️;người phụ nữ trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện hướng sang phải|xe lăn
	👩🏽‍🦼‍➡️;người phụ nữ trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện hướng sang phải|xe lăn
	👩🏾‍🦼‍➡️;người phụ nữ trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện hướng sang phải|xe lăn
	👩🏿‍🦼‍➡️;người phụ nữ trên xe lăn điện hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn điện|người phụ nữ trên xe lăn điện hướng sang phải|xe lăn
🧑‍🦽;người trên xe lăn tay;khả năng tiếp cận|người trên xe lăn tay|xe lăn
	🧑🏻‍🦽;người trên xe lăn tay: màu da sáng;khả năng tiếp cận|màu da sáng|người trên xe lăn tay|người trên xe lăn tay: màu da sáng|xe lăn
	🧑🏼‍🦽;người trên xe lăn tay: màu da sáng trung bình;khả năng tiếp cận|màu da sáng trung bình|người trên xe lăn tay|người trên xe lăn tay: màu da sáng trung bình|xe lăn
	🧑🏽‍🦽;người trên xe lăn tay: màu da trung bình;khả năng tiếp cận|màu da trung bình|người trên xe lăn tay|người trên xe lăn tay: màu da trung bình|xe lăn
	🧑🏾‍🦽;người trên xe lăn tay: màu da tối trung bình;khả năng tiếp cận|màu da tối trung bình|người trên xe lăn tay|người trên xe lăn tay: màu da tối trung bình|xe lăn
	🧑🏿‍🦽;người trên xe lăn tay: màu da tối;khả năng tiếp cận|màu da tối|người trên xe lăn tay|người trên xe lăn tay: màu da tối|xe lăn
🧑‍🦽‍➡️;người trên xe lăn tay hướng sang phải;khả năng tiếp cận|người trên xe lăn tay|người trên xe lăn tay hướng sang phải|xe lăn
	🧑🏻‍🦽‍➡️;người trên xe lăn tay hướng sang phải;khả năng tiếp cận|người trên xe lăn tay|người trên xe lăn tay hướng sang phải|xe lăn
	🧑🏼‍🦽‍➡️;người trên xe lăn tay hướng sang phải;khả năng tiếp cận|người trên xe lăn tay|người trên xe lăn tay hướng sang phải|xe lăn
	🧑🏽‍🦽‍➡️;người trên xe lăn tay hướng sang phải;khả năng tiếp cận|người trên xe lăn tay|người trên xe lăn tay hướng sang phải|xe lăn
	🧑🏾‍🦽‍➡️;người trên xe lăn tay hướng sang phải;khả năng tiếp cận|người trên xe lăn tay|người trên xe lăn tay hướng sang phải|xe lăn
	🧑🏿‍🦽‍➡️;người trên xe lăn tay hướng sang phải;khả năng tiếp cận|người trên xe lăn tay|người trên xe lăn tay hướng sang phải|xe lăn
👨‍🦽;người đàn ông trên xe lăn tay;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn tay|xe lăn
	👨🏻‍🦽;người đàn ông trên xe lăn tay: màu da sáng;hỗ trợ tiếp cận|màu da sáng|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay: màu da sáng|xe lăn
	👨🏼‍🦽;người đàn ông trên xe lăn tay: màu da sáng trung bình;hỗ trợ tiếp cận|màu da sáng trung bình|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay: màu da sáng trung bình|xe lăn
	👨🏽‍🦽;người đàn ông trên xe lăn tay: màu da trung bình;hỗ trợ tiếp cận|màu da trung bình|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay: màu da trung bình|xe lăn
	👨🏾‍🦽;người đàn ông trên xe lăn tay: màu da tối trung bình;hỗ trợ tiếp cận|màu da tối trung bình|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay: màu da tối trung bình|xe lăn
	👨🏿‍🦽;người đàn ông trên xe lăn tay: màu da tối;hỗ trợ tiếp cận|màu da tối|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay: màu da tối|xe lăn
👨‍🦽‍➡️;người đàn ông trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay hướng sang phải|xe lăn
	👨🏻‍🦽‍➡️;người đàn ông trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay hướng sang phải|xe lăn
	👨🏼‍🦽‍➡️;người đàn ông trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay hướng sang phải|xe lăn
	👨🏽‍🦽‍➡️;người đàn ông trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay hướng sang phải|xe lăn
	👨🏾‍🦽‍➡️;người đàn ông trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay hướng sang phải|xe lăn
	👨🏿‍🦽‍➡️;người đàn ông trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người đàn ông|người đàn ông trên xe lăn tay|người đàn ông trên xe lăn tay hướng sang phải|xe lăn
👩‍🦽;người phụ nữ trên xe lăn tay;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn tay|xe lăn
	👩🏻‍🦽;người phụ nữ trên xe lăn tay: màu da sáng;hỗ trợ tiếp cận|màu da sáng|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay: màu da sáng|xe lăn
	👩🏼‍🦽;người phụ nữ trên xe lăn tay: màu da sáng trung bình;hỗ trợ tiếp cận|màu da sáng trung bình|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay: màu da sáng trung bình|xe lăn
	👩🏽‍🦽;người phụ nữ trên xe lăn tay: màu da trung bình;hỗ trợ tiếp cận|màu da trung bình|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay: màu da trung bình|xe lăn
	👩🏾‍🦽;người phụ nữ trên xe lăn tay: màu da tối trung bình;hỗ trợ tiếp cận|màu da tối trung bình|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay: màu da tối trung bình|xe lăn
	👩🏿‍🦽;người phụ nữ trên xe lăn tay: màu da tối;hỗ trợ tiếp cận|màu da tối|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay: màu da tối|xe lăn
👩‍🦽‍➡️;người phụ nữ trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay hướng sang phải|xe lăn
	👩🏻‍🦽‍➡️;người phụ nữ trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay hướng sang phải|xe lăn
	👩🏼‍🦽‍➡️;người phụ nữ trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay hướng sang phải|xe lăn
	👩🏽‍🦽‍➡️;người phụ nữ trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay hướng sang phải|xe lăn
	👩🏾‍🦽‍➡️;người phụ nữ trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay hướng sang phải|xe lăn
	👩🏿‍🦽‍➡️;người phụ nữ trên xe lăn tay hướng sang phải;hỗ trợ tiếp cận|người phụ nữ|người phụ nữ trên xe lăn tay|người phụ nữ trên xe lăn tay hướng sang phải|xe lăn
🏃;người chạy;chạy bộ|chạy đua maratông|người chạy
	🏃🏻;người chạy: màu da sáng;chạy bộ|chạy đua maratông|màu da sáng|người chạy|người chạy: màu da sáng
	🏃🏼;người chạy: màu da sáng trung bình;chạy bộ|chạy đua maratông|màu da sáng trung bình|người chạy|người chạy: màu da sáng trung bình
	🏃🏽;người chạy: màu da trung bình;chạy bộ|chạy đua maratông|màu da trung bình|người chạy|người chạy: màu da trung bình
	🏃🏾;người chạy: màu da tối trung bình;chạy bộ|chạy đua maratông|màu da tối trung bình|người chạy|người chạy: màu da tối trung bình
	🏃🏿;người chạy: màu da tối;chạy bộ|chạy đua maratông|màu da tối|người chạy|người chạy: màu da tối
🏃‍♂️;người đàn ông đang chạy;chạy|chạy đua|chạy đua maratông|nam|người đàn ông đang chạy
	🏃🏻‍♂️;người đàn ông đang chạy: màu da sáng;chạy|chạy đua|chạy đua maratông|màu da sáng|nam|người đàn ông đang chạy|người đàn ông đang chạy: màu da sáng
	🏃🏼‍♂️;người đàn ông đang chạy: màu da sáng trung bình;chạy|chạy đua|chạy đua maratông|màu da sáng trung bình|nam|người đàn ông đang chạy|người đàn ông đang chạy: màu da sáng trung bình
	🏃🏽‍♂️;người đàn ông đang chạy: màu da trung bình;chạy|chạy đua|chạy đua maratông|màu da trung bình|nam|người đàn ông đang chạy|người đàn ông đang chạy: màu da trung bình
	🏃🏾‍♂️;người đàn ông đang chạy: màu da tối trung bình;chạy|chạy đua|chạy đua maratông|màu da tối trung bình|nam|người đàn ông đang chạy|người đàn ông đang chạy: màu da tối trung bình
	🏃🏿‍♂️;người đàn ông đang chạy: màu da tối;chạy|chạy đua|chạy đua maratông|màu da tối|nam|người đàn ông đang chạy|người đàn ông đang chạy: màu da tối
🏃‍♀️;người phụ nữ đang chạy;chạy|chạy đua|chạy đua maratông|người phụ nữ đang chạy|nữ
	🏃🏻‍♀️;người phụ nữ đang chạy: màu da sáng;chạy|chạy đua|chạy đua maratông|màu da sáng|người phụ nữ đang chạy|người phụ nữ đang chạy: màu da sáng|nữ
	🏃🏼‍♀️;người phụ nữ đang chạy: màu da sáng trung bình;chạy|chạy đua|chạy đua maratông|màu da sáng trung bình|người phụ nữ đang chạy|người phụ nữ đang chạy: màu da sáng trung bình|nữ
	🏃🏽‍♀️;người phụ nữ đang chạy: màu da trung bình;chạy|chạy đua|chạy đua maratông|màu da trung bình|người phụ nữ đang chạy|người phụ nữ đang chạy: màu da trung bình|nữ
	🏃🏾‍♀️;người phụ nữ đang chạy: màu da tối trung bình;chạy|chạy đua|chạy đua maratông|màu da tối trung bình|người phụ nữ đang chạy|người phụ nữ đang chạy: màu da tối trung bình|nữ
	🏃🏿‍♀️;người phụ nữ đang chạy: màu da tối;chạy|chạy đua|chạy đua maratông|màu da tối|người phụ nữ đang chạy|người phụ nữ đang chạy: màu da tối|nữ
🏃‍➡️;người chạy hướng sang phải;chạy bộ|chạy đua maratông|người chạy|người chạy hướng sang phải
	🏃🏻‍➡️;người chạy hướng sang phải;chạy bộ|chạy đua maratông|người chạy|người chạy hướng sang phải
	🏃🏼‍➡️;người chạy hướng sang phải;chạy bộ|chạy đua maratông|người chạy|người chạy hướng sang phải
	🏃🏽‍➡️;người chạy hướng sang phải;chạy bộ|chạy đua maratông|người chạy|người chạy hướng sang phải
	🏃🏾‍➡️;người chạy hướng sang phải;chạy bộ|chạy đua maratông|người chạy|người chạy hướng sang phải
	🏃🏿‍➡️;người chạy hướng sang phải;chạy bộ|chạy đua maratông|người chạy|người chạy hướng sang phải
🏃‍♀️‍➡️;người phụ nữ đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|người phụ nữ đang chạy|người phụ nữ đang chạy hướng sang phải|nữ
	🏃🏻‍♀️‍➡️;người phụ nữ đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|người phụ nữ đang chạy|người phụ nữ đang chạy hướng sang phải|nữ
	🏃🏼‍♀️‍➡️;người phụ nữ đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|người phụ nữ đang chạy|người phụ nữ đang chạy hướng sang phải|nữ
	🏃🏽‍♀️‍➡️;người phụ nữ đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|người phụ nữ đang chạy|người phụ nữ đang chạy hướng sang phải|nữ
	🏃🏾‍♀️‍➡️;người phụ nữ đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|người phụ nữ đang chạy|người phụ nữ đang chạy hướng sang phải|nữ
	🏃🏿‍♀️‍➡️;người phụ nữ đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|người phụ nữ đang chạy|người phụ nữ đang chạy hướng sang phải|nữ
🏃‍♂️‍➡️;người đàn ông đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|nam|người đàn ông đang chạy|người đàn ông đang chạy hướng sang phải
	🏃🏻‍♂️‍➡️;người đàn ông đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|nam|người đàn ông đang chạy|người đàn ông đang chạy hướng sang phải
	🏃🏼‍♂️‍➡️;người đàn ông đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|nam|người đàn ông đang chạy|người đàn ông đang chạy hướng sang phải
	🏃🏽‍♂️‍➡️;người đàn ông đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|nam|người đàn ông đang chạy|người đàn ông đang chạy hướng sang phải
	🏃🏾‍♂️‍➡️;người đàn ông đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|nam|người đàn ông đang chạy|người đàn ông đang chạy hướng sang phải
	🏃🏿‍♂️‍➡️;người đàn ông đang chạy hướng sang phải;chạy|chạy đua|chạy đua maratông|nam|người đàn ông đang chạy|người đàn ông đang chạy hướng sang phải
💃;người phụ nữ đang khiêu vũ;khiêu vũ|người phụ nữ đang khiêu vũ|phụ nữ
	💃🏻;người phụ nữ đang khiêu vũ: màu da sáng;khiêu vũ|màu da sáng|người phụ nữ đang khiêu vũ|người phụ nữ đang khiêu vũ: màu da sáng|phụ nữ
	💃🏼;người phụ nữ đang khiêu vũ: màu da sáng trung bình;khiêu vũ|màu da sáng trung bình|người phụ nữ đang khiêu vũ|người phụ nữ đang khiêu vũ: màu da sáng trung bình|phụ nữ
	💃🏽;người phụ nữ đang khiêu vũ: màu da trung bình;khiêu vũ|màu da trung bình|người phụ nữ đang khiêu vũ|người phụ nữ đang khiêu vũ: màu da trung bình|phụ nữ
	💃🏾;người phụ nữ đang khiêu vũ: màu da tối trung bình;khiêu vũ|màu da tối trung bình|người phụ nữ đang khiêu vũ|người phụ nữ đang khiêu vũ: màu da tối trung bình|phụ nữ
	💃🏿;người phụ nữ đang khiêu vũ: màu da tối;khiêu vũ|màu da tối|người phụ nữ đang khiêu vũ|người phụ nữ đang khiêu vũ: màu da tối|phụ nữ
🕺;người đàn ông đang khiêu vũ;khiêu vũ|người đàn ông|người đàn ông đang khiêu vũ
	🕺🏻;người đàn ông đang khiêu vũ: màu da sáng;khiêu vũ|màu da sáng|người đàn ông|người đàn ông đang khiêu vũ|người đàn ông đang khiêu vũ: màu da sáng
	🕺🏼;người đàn ông đang khiêu vũ: màu da sáng trung bình;khiêu vũ|màu da sáng trung bình|người đàn ông|người đàn ông đang khiêu vũ|người đàn ông đang khiêu vũ: màu da sáng trung bình
	🕺🏽;người đàn ông đang khiêu vũ: màu da trung bình;khiêu vũ|màu da trung bình|người đàn ông|người đàn ông đang khiêu vũ|người đàn ông đang khiêu vũ: màu da trung bình
	🕺🏾;người đàn ông đang khiêu vũ: màu da tối trung bình;khiêu vũ|màu da tối trung bình|người đàn ông|người đàn ông đang khiêu vũ|người đàn ông đang khiêu vũ: màu da tối trung bình
	🕺🏿;người đàn ông đang khiêu vũ: màu da tối;khiêu vũ|màu da tối|người đàn ông|người đàn ông đang khiêu vũ|người đàn ông đang khiêu vũ: màu da tối
🕴️;người đàn ông mặc vest đang bay lên;bộ đồ|đàn ông|kinh doanh|người đàn ông mặc vest đang bay lên
	🕴🏻;người đàn ông mặc vest đang bay lên: màu da sáng;bộ đồ|đàn ông|kinh doanh|màu da sáng|người đàn ông mặc vest đang bay lên|người đàn ông mặc vest đang bay lên: màu da sáng
	🕴🏼;người đàn ông mặc vest đang bay lên: màu da sáng trung bình;bộ đồ|đàn ông|kinh doanh|màu da sáng trung bình|người đàn ông mặc vest đang bay lên|người đàn ông mặc vest đang bay lên: màu da sáng trung bình
	🕴🏽;người đàn ông mặc vest đang bay lên: màu da trung bình;bộ đồ|đàn ông|kinh doanh|màu da trung bình|người đàn ông mặc vest đang bay lên|người đàn ông mặc vest đang bay lên: màu da trung bình
	🕴🏾;người đàn ông mặc vest đang bay lên: màu da tối trung bình;bộ đồ|đàn ông|kinh doanh|màu da tối trung bình|người đàn ông mặc vest đang bay lên|người đàn ông mặc vest đang bay lên: màu da tối trung bình
